2019,EMSE,"An investigation of misunderstanding code patterns in C open-source software projects.",UFAL; UFCG,Flávio Medeiros; Gabriel Lima; Guilherme Amaral; Sven Apel; Christian Kästner; Márcio Ribeiro; Rohit Gheyi,https://doi.org/10.1007/s10664-018-9666-x,null,J,no_arxiv,0
2019,EMSE,"Comparing the influence of using feature-oriented programming and conditional compilation on comprehending feature-oriented software.",UFBA,Alcemir Rodrigues Santos; Ivan do Carmo Machado; Eduardo Santana de Almeida; Janet Siegmund; Sven Apel,https://doi.org/10.1007/s10664-018-9658-x,null,J,no_arxiv,0
2019,EMSE,"Experimenting with information retrieval methods in the recovery of feature-code SPL traces.",UFBA,Tassio Vale; Eduardo Santana de Almeida,https://doi.org/10.1007/s10664-018-9652-3,null,J,no_arxiv,1
2019,FSE,"Java reflection API: revealing the dark side of the mirror.",PUC-Rio; UFAL; UFCG,Felipe Pontes; Rohit Gheyi; Sabrina Souto; Alessandro Garcia; Márcio Ribeiro,https://doi.org/10.1145/3338906.3338946,top,C,no_arxiv,0
2019,ICPC,"Are static analysis violations really fixed?: a closer look at realistic usage of SonarQube.",UnB; UFPA,Diego Marcilio; Rodrigo Bonifácio; Eduardo Monteiro; Edna Dias Canedo; Welder Pinheiro Luz; Gustavo Pinto 0001,https://doi.org/10.1109/ICPC.2019.00040,null,C,no_arxiv,0
2019,ICPC,"How does feature dependency affect configurable system comprehensibility?",UFBA,Djan Santos; Cláudio Sant'Anna,https://doi.org/10.1109/ICPC.2019.00016,null,C,no_arxiv,0
2019,ICPC,"Recommending comprehensive solutions for programming tasks by mining crowd knowledge.",UFU,Rodrigo F. G. da Silva; Chanchal K. Roy; Mohammad Masudur Rahman 0001; Kevin A. Schneider; Klérisson Vinícius Ribeiro Paixão; Marcelo de Almeida Maia,https://doi.org/10.1109/ICPC.2019.00054,null,C,http://arxiv.org/abs/1903.07662v2,0
2019,ICSE,"Scalable approaches for test suite reduction.",UFPE,Emilio Cruciani; Breno Miranda; Roberto Verdecchia; Antonia Bertolino,https://doi.org/10.1109/ICSE.2019.00055,top,C,no_arxiv,0
2019,ICST,"Intent-Preserving Test Repair.",UFPE,Xiangyu Li; Marcelo d'Amorim; Alessandro Orso,https://doi.org/10.1109/ICST.2019.00030,null,C,no_arxiv,0
2019,IEEE Software,"Let Me In: Guidelines for the Successful Onboarding of Newcomers to Open Source Projects.",UTFPR,Igor Steinmacher; Christoph Treude; Marco Aurélio Gerosa,https://doi.org/10.1109/MS.2018.110162131,null,J,no_arxiv,4
2019,IEEE Software,"What Characterizes an Influencer in Software Ecosystems?",UTFPR; UNIRIO,Victor Farias; Igor Wiese; Rodrigo Pereira dos Santos,https://doi.org/10.1109/MS.2018.2874325,null,J,no_arxiv,0
2019,IST,"A conceptual perspective on interoperability in context-aware software systems.",COPPE/UFRJ,Rebeca Campos Motta; Káthia M. de Oliveira; Guilherme H. Travassos,https://doi.org/10.1016/j.infsof.2019.07.001,null,J,no_arxiv,0
2019,IST,"A distributed event-driven architectural model based on situational awareness applied on internet of things.",UFPEL,Ricardo Borges Almeida; Victor Renan Covalski Junes; Roger da Silva Machado; Diórgenes Yuri Leal da Rosa; Lucas Medeiros Donato; Adenauer Corrêa Yamin; Ana Marilza Pernas,https://doi.org/10.1016/j.infsof.2019.04.001,null,J,no_arxiv,0
