2024,Future Generation CS,"MAS-Cloud+: A novel multi-agent architecture with reasoning models for resource management in multiple providers.",Aldo H. D. Mendes; Michel J. F. Rosa; Marcelo Antonio Marotta; Aletéia P. F. Araújo; Alba C. M. A. Melo; Célia Ghedini Ralha,https://doi.org/10.1016/j.future.2023.12.022,null,J,no_arxiv,0
2024,J. Parallel Distrib. Comput.,"Adaptive patch grid strategy for parallel protein folding using atomic burials with NAMD.",Emerson de Araujo Macedo; Alba C. M. A. Melo,https://doi.org/10.1016/j.jpdc.2024.104868,null,J,no_arxiv,0
2022,J. Parallel Distrib. Comput.,"Efficient microscopy image analysis on CPU-GPU systems with cost-aware irregular data partitioning.",Willian Barreiros Jr.; Alba C. M. A. Melo; Jun Kong; Renato Ferreira 0001; Tahsin M. Kurç; Joel H. Saltz; George Teodoro,https://doi.org/10.1016/j.jpdc.2022.02.004,null,J,no_arxiv,0
2021,Concurrency and Computation,"A CPU-FPGA heterogeneous approach for biological sequence comparison using high-level synthesis.",Carlos Antônio Campos Jorge; Alexandre Solon Nery; Alba C. M. A. Melo; Alfredo Goldman,https://doi.org/10.1002/cpe.6007,null,J,no_arxiv,0
2021,IEEE TPDS,"Parallel Fine-Grained Comparison of Long DNA Sequences in Homogeneous and Heterogeneous GPU Platforms With Pruning.",Marco Antonio C. de Figueiredo; João Paulo Navarro; Edans Flavius de Oliveira Sandes; George Teodoro; Alba C. M. A. Melo,https://doi.org/10.1109/TPDS.2021.3084069,top,J,no_arxiv,0
2021,Euro-Par,"A Fault Tolerant and Deadline Constrained Sequence Alignment Application on Cloud-Based Spot GPU Instances.",Rafaela C. Brum; Walisson P. Sousa; Alba C. M. A. Melo; Cristiana Bentes; Maria Clicia Stelling de Castro; Lúcia Maria de A. Drummond,https://doi.org/10.1007/978-3-030-85665-6_20,null,C,no_arxiv,0
2020,Concurrency and Computation,"Optimizing parameter sensitivity analysis of large-scale microscopy image analysis workflows with multilevel computation reuse.",Willian Barreiros Jr.; Jeremias Moreira; Tahsin M. Kurç; Jun Kong; Alba C. M. A. Melo; Joel H. Saltz; George Teodoro,https://doi.org/10.1002/cpe.5403,null,J,no_arxiv,0
2020,Concurrency and Computation,"Using GPU to accelerate the pairwise structural RNA alignment with base pair probabilities.",Daniel Sundfeld; George Teodoro; Jakob Hull Havgaard; Jan Gorodkin; Alba C. M. A. Melo,https://doi.org/10.1002/cpe.5468,null,J,no_arxiv,0
2020,PDP,"Parallel Comparison of Huge DNA Sequences in Multiple GPUs with Block Pruning.",Marco Antonio C. de Figueiredo; Edans Flavius de Oliveira Sandes; George Teodoro; Alba C. M. A. Melo,https://doi.org/10.1109/PDP50117.2020.00011,null,C,no_arxiv,0
2020,Inf. Systems,"Bitmap filter: Speeding up exact set similarity joins with bitwise operations.",Edans F. de O. Sandes; George Luiz Medeiros Teodoro; Alba C. M. A. Melo,https://doi.org/10.1016/j.is.2019.101449,null,J,http://arxiv.org/abs/1711.07295v1,0
2023,Concurr. & Computation,"AFMC: An alignment framework for multiple computing services and providers.",Leonardo Rebouças de Carvalho; Alba Cristina Magalhaes Alves de Melo; Aletéia P. F. Araújo,https://doi.org/10.1002/cpe.7595,null,J,no_arxiv,0
2023,Concurr. & Computation,"Optimizing computational costs of Spark for SARS-CoV-2 sequences comparisons on a commercial cloud.",Alan L. Nunes; Alba C. M. A. Melo; Claude Tadonki; Cristina Boeres; Daniel de Oliveira 0001; Lúcia Maria de Assumpção Drummond,https://doi.org/10.1002/cpe.7678,null,J,no_arxiv,0
2023,IEEE Trans. Cloud Comp.,"A Novel Statistical and Neural Network Combined Approach for the Cloud Spot Market.",Gustavo Portella; Eduardo Yoshio Nakano; Genaína Nunes Rodrigues; Azzedine Boukerche; Alba C. M. A. Melo,https://doi.org/10.1109/TCC.2021.3091936,top,J,no_arxiv,0
2021,CCGrid,"Comparing SARS-CoV-2 Sequences using a Commercial Cloud with a Spot Instance Based Dynamic Scheduler.",Luan Teylo; Alan L. Nunes; Alba C. M. A. Melo; Cristina Boeres; Lúcia Maria de A. Drummond; Natália Florencio Martins,https://doi.org/10.1109/CCGrid51090.2021.00034,null,C,no_arxiv,0
