2016,Parallel Computing,"A dynamic block-level execution profiler.",Francis B. Moreira; Marco Antonio Zanata Alves; Matthias Diener; Philippe O. A. Navaux; Israel Koren,https://doi.org/10.1016/j.parco.2016.01.010,null,J,no_arxiv,0
2016,Parallel Computing,"LAPT: A locality-aware page table for thread and data mapping.",Eduardo Henrique Molina da Cruz; Matthias Diener; Marco Antonio Zanata Alves; Laércio Lima Pilla; Philippe O. A. Navaux,https://doi.org/10.1016/j.parco.2015.12.001,null,J,no_arxiv,3
2016,IEEE TPDS,"Kernel-Based Thread and Data Mapping for Improved Memory Affinity.",Matthias Diener; Eduardo H. M. Cruz; Marco Antonio Zanata Alves; Philippe O. A. Navaux; Anselm Busse; Hans-Ulrich Heiss,https://doi.org/10.1109/TPDS.2015.2504985,top,J,no_arxiv,2
2016,PDP,"Communication in Shared Memory: Concepts, Definitions, and Efficient Detection.",Matthias Diener; Eduardo Henrique Molina da Cruz; Marco Antonio Zanata Alves; Philippe O. A. Navaux,https://doi.org/10.1109/PDP.2016.16,null,C,no_arxiv,2
2015,Euro-Par,"Locality and Balance for Communication-Aware Thread Mapping in Multicore Systems.",Matthias Diener; Eduardo Henrique Molina da Cruz; Marco Antonio Zanata Alves; Mohammad S. Alhakeem; Philippe Olivier Alexandre Navaux; Hans-Ulrich Heiß,https://doi.org/10.1007/978-3-662-48096-0_16,null,C,no_arxiv,4
2014,J. Parallel Distrib. Comput.,"Dynamic thread mapping of shared memory applications by exploiting cache coherence protocols.",Eduardo Henrique Molina da Cruz; Matthias Diener; Marco Antonio Zanata Alves; Philippe Olivier Alexandre Navaux,https://doi.org/10.1016/j.jpdc.2013.11.006,null,J,no_arxiv,12
2017,ACM Comput. Surveys,"Affinity-Based Thread and Data Mapping in Shared Memory Systems.",Matthias Diener; Eduardo H. M. Cruz; Marco Antonio Zanata Alves; Philippe O. A. Navaux; Israel Koren,https://doi.org/10.1145/3006385,null,J,no_arxiv,4
2018,ICDE,"An Elastic Multi-Core Allocation Mechanism for Database Systems.",Simone Dominico; Eduardo Cunha de Almeida; Jorge Augusto Meira; Marco Antonio Zanata Alves,https://doi.org/10.1109/ICDE.2018.00050,top,C,no_arxiv,0
2017,DATE,"Operand size reconfiguration for big data processing in memory.",Paulo C. Santos; Geraldo F. Oliveira; Diego G. Tome; Marco Antonio Zanata Alves; Eduardo Cunha de Almeida; Luigi Carro,https://doi.org/10.23919/DATE.2017.7927081,null,C,no_arxiv,6
2016,DATE,"Large vector extensions inside the HMC.",Marco Antonio Zanata Alves; Matthias Diener; Paulo C. Santos; Luigi Carro,http://ieeexplore.ieee.org/document/7459502/,null,C,no_arxiv,
2018,MASCOTS,"Freezing Time: A New Approach for Emulating Fast Storage Devices Using VM.",Luis C. E. Bona; Alessandro Elias; Andre P. Ziviani; Toni Cortes; Ramon Nou; Marco Antonio Zanata Alves,https://doi.org/10.1109/MASCOTS.2018.00010,null,C,no_arxiv,1
