2023,EMSE,"Using acceptance tests to predict merge conflict risk.",Thaís Rocha; Paulo Borba,https://doi.org/10.1007/s10664-022-10266-8,null,J,no_arxiv,0
2022,JSEP,"Build conflicts in the wild.",Léuson M. P. da Silva; Paulo Borba; Arthur Pires,https://doi.org/10.1002/smr.2441,null,J,no_arxiv,0
2022,TSE,"Leveraging Structure in Software Merge: An Empirical Study.",Georg Seibt; Florian Heck; Guilherme Cavalcanti; Paulo Borba; Sven Apel,https://doi.org/10.1109/TSE.2021.3123143,top,J,no_arxiv,0
2020,IST,"Understanding predictive factors for merge conflicts.",Klissiomara L. Dias; Paulo Borba; Marcos Barreto 0002,https://doi.org/10.1016/j.infsof.2020.106256,null,J,no_arxiv,0
2020,SPE,"Privacy and security constraints for code contributions.",Rodrigo Andrade; Paulo Borba,https://doi.org/10.1002/spe.2872,null,J,no_arxiv,0
2020,ICSME,"Detecting Semantic Conflicts via Automated Behavior Change Detection.",Léuson M. P. da Silva; Paulo Borba; Wardah Mahmood; Thorsten Berger; João Moisakis,https://doi.org/10.1109/ICSME46990.2020.00026,null,C,no_arxiv,0
2019,JSS,"Using acceptance tests to predict files changed by programming tasks.",Thaís Rocha; Paulo Borba; João Pedro Santos,https://doi.org/10.1016/j.jss.2019.04.060,null,J,no_arxiv,0
2019,JSS,"Partially safe evolution of software product lines.",Gabriela Sampaio; Paulo Borba; Leopoldo Teixeira,https://doi.org/10.1016/j.jss.2019.04.051,null,J,no_arxiv,0
2019,ASE,"The Impact of Structure on Software Merging: Semistructured Versus Structured Merge.",Guilherme Cavalcanti; Paulo Borba; Georg Seibt; Sven Apel,https://doi.org/10.1109/ASE.2019.00097,top,C,no_arxiv,0
2019,ASE,"Semistructured Merge in JavaScript Systems.",Alberto Trindade Tavares; Paulo Borba; Guilherme Cavalcanti; Sérgio Soares,https://doi.org/10.1109/ASE.2019.00098,top,C,no_arxiv,0
2018,EMSE,"Understanding semi-structured merge conflict characteristics in open-source Java projects.",Paola R. G. Accioly; Paulo Borba; Guilherme Cavalcanti,https://doi.org/10.1007/s10664-017-9586-1,null,J,no_arxiv,0
2018,TSE,"Detecting Overly Strong Preconditions in Refactoring Engines.",Melina Mongiovi; Rohit Gheyi; Gustavo Soares; Márcio Ribeiro 0001; Paulo Borba; Leopoldo Teixeira,https://doi.org/10.1109/TSE.2017.2693982,top,J,no_arxiv,0
2018,MSR,"Analyzing conflict predictors in open-source Java projects.",Paola R. G. Accioly; Paulo Borba; Léuson M. P. da Silva; Guilherme Cavalcanti,https://doi.org/10.1145/3196398.3196437,null,C,no_arxiv,0
